"approval_ym","project_state","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2021-08-01","VT","16","0","0","0.00","310006.25"
"2022-02-01","WI","84","0","0","0.00","541355.95"
"2020-05-01","RI","10","0","0","0.00","115500.00"
"2020-03-01","KS","26","0","0","0.00","479334.62"
"2024-12-01","MI","219","0","0","0.00","419688.13"
"2024-04-01","FL","479","2","0.0041753653444676405","39798.23","437876.20"
"2022-06-01","VI","2","0","0","0.00","123500.00"
"2022-10-01","WI","74","1","0.013513513513513514","142529.17","550959.46"
"2022-09-01","NH","30","0","0","0.00","463386.67"
"2022-07-01","KY","37","0","0","0.00","345345.95"
"2023-08-01","KS","40","0","0","0.00","368622.50"
"2024-01-01","IN","90","1","0.011111111111111112","149011.10","345270.00"
"2024-03-01","IN","128","0","0","0.00","423490.63"
"2025-05-01","OR","131","0","0","0.00","459012.21"
"2024-01-01","IL","206","2","0.009708737864077669","90937.20","430752.91"
"2024-10-01","ME","49","0","0","0.00","235236.73"
"2022-02-01","DC","1","0","0","0.00","75000.00"
"2019-12-01","IA","30","0","0","0.00","659606.67"
"2023-06-01","VI","1","0","0","0.00","2700000.00"
"2024-08-01","MA","159","0","0","0.00","301917.61"
"2024-07-01","NM","30","0","0","0.00","371443.33"
"2025-04-01","NY","416","0","0","0.00","282877.16"
"2025-02-01","MN","175","0","0","0.00","340025.71"
"2025-03-01","WV","23","0","0","0.00","509621.74"
"2022-07-01","MN","152","2","0.013157894736842105","173213.91","465408.55"
"2025-03-01","KS","65","0","0","0.00","467475.38"
"2020-04-01","AZ","113","4","0.035398230088495575","4171470.42","781263.72"
"2021-06-01","WV","12","0","0","0.00","226025.00"
"2022-05-01","GA","143","4","0.027972027972027972","313980.28","788271.33"
"2022-05-01","GU","2","0","0","0.00","146300.00"
"2020-07-01","NY","121","3","0.024793388429752067","190111.52","390832.23"
"2019-12-01","KS","27","1","0.037037037037037035","8968.33","292011.11"
"2022-06-01","IA","37","1","0.02702702702702703","313753.35","195975.68"
"2021-08-01","NY","305","6","0.019672131147540985","344601.75","647647.54"
"2020-09-01","AR","38","1","0.02631578947368421","100753.51","516581.58"
"2021-01-01","OH","118","0","0","0.00","193242.37"
"2023-10-01","AZ","68","0","0","0.00","622548.53"
"2023-05-01","DC","9","0","0","0.00","457333.33"
"2019-11-01","WA","117","6","0.05128205128205128","411083.92","477281.20"
"2024-03-01","WA","159","0","0","0.00","560176.10"
"2025-01-01","WI","110","0","0","0.00","423339.09"
"2024-09-01","CA","895","0","0","0.00","574604.47"
"2020-04-01","DE","13","0","0","0.00","665915.38"
"2021-02-01","AK","4","0","0","0.00","274700.00"
"2023-05-01","OH","342","1","0.0029239766081871343","14106.59","321005.26"
"2022-10-01","ID","23","1","0.043478260869565216","30656.96","359478.26"
"2025-04-01","LA","46","0","0","0.00","556965.22"
"2022-05-01","AL","20","0","0","0.00","758190.00"
"2020-06-01","CA","284","5","0.017605633802816902","670943.75","592444.01"
"2024-11-01","IN","88","0","0","0.00","325584.09"
"2019-12-01","ND","6","0","0","0.00","834383.33"
"2022-10-01","RI","14","0","0","0.00","644907.14"
"2022-03-01","KY","34","0","0","0.00","714123.53"
"2025-01-01","MT","18","0","0","0.00","250555.56"
"2020-06-01","RI","9","0","0","0.00","491666.67"
"2024-06-01","WI","93","1","0.010752688172043012","40000.00","469558.06"
"2023-06-01","MD","84","1","0.011904761904761904","19996.44","278164.29"
"2025-05-01","CO","277","0","0","0.00","556390.97"
"2023-03-01","NE","22","1","0.045454545454545456","19985.72","619554.55"
"2024-11-01","MN","117","0","0","0.00","491897.44"
"2023-01-01","CA","431","9","0.02088167053364269","1360421.45","602654.76"
"2025-01-01","KY","65","0","0","0.00","626935.38"
"2021-10-01","WA","55","2","0.03636363636363636","835081.12","374789.09"
"2023-12-01","MI","223","3","0.013452914798206279","322544.47","268394.62"
"2022-01-01","FL","193","8","0.04145077720207254","2679227.56","655550.26"
"2021-05-01","IL","139","2","0.014388489208633094","1325790.20","497333.81"
"2019-11-01","SC","38","2","0.05263157894736842","94543.45","600007.89"
"2020-12-01","WY","6","0","0","0.00","283300.00"
"2020-01-01","LA","22","2","0.09090909090909091","205739.62","520190.91"
"2023-03-01","WI","94","3","0.031914893617021274","213291.65","439221.28"
"2022-02-01","ME","12","0","0","0.00","159541.67"
"2021-02-01","AR","17","0","0","0.00","789582.35"
"2021-05-01","SC","40","0","0","0.00","929350.00"
"2021-06-01","WY","8","0","0","0.00","830587.50"
"2020-04-01","WA","114","3","0.02631578947368421","721519.27","678702.63"
"2021-08-01","RI","30","1","0.03333333333333333","520907.89","807576.67"
"2022-09-01","GA","145","3","0.020689655172413793","445644.61","867828.28"
"2022-11-01","NM","13","0","0","0.00","552792.31"
"2023-04-01","AL","29","0","0","0.00","737779.31"
"2020-02-01","DE","18","1","0.05555555555555555","24851.90","734644.44"
"2022-08-01","OH","364","7","0.019230769230769232","409198.25","388971.43"
"2023-06-01","TN","46","1","0.021739130434782608","124291.91","405156.52"
"2022-04-01","MN","130","3","0.023076923076923078","435987.54","492923.08"
"2024-05-01","CA","790","3","0.0037974683544303796","424588.61","490392.66"
"2025-01-01","CA","945","0","0","0.00","454579.37"
"2024-11-01","NJ","181","0","0","0.00","371644.75"
"2020-08-01","VA","44","1","0.022727272727272728","242440.21","746445.45"
"2020-09-01","VI","1","0","0","0.00","225000.00"
"2020-11-01","RI","10","0","0","0.00","514300.00"
"2021-06-01","SD","21","0","0","0.00","485428.57"
"2019-10-01","NE","15","0","0","0.00","427393.33"
"2022-05-01","TX","308","10","0.032467532467532464","1428562.21","793874.03"
"2020-03-01","KY","28","2","0.07142857142857142","254004.55","187457.14"
"2020-01-01","MA","79","2","0.02531645569620253","277870.97","220673.42"
"2023-02-01","NJ","159","3","0.018867924528301886","147577.43","398728.93"
"2024-12-01","FL","603","0","0","0.00","503606.14"
"2020-07-01","NM","18","0","0","0.00","468372.22"
"2025-02-01","WY","14","0","0","0.00","219221.43"
"2020-07-01","MA","52","3","0.057692307692307696","434720.03","288567.31"
"2022-11-01","AR","26","0","0","0.00","852634.62"
"2024-02-01","KY","43","0","0","0.00","370790.70"
"2020-11-01","NE","10","0","0","0.00","711370.00"
"2025-02-01","MD","131","0","0","0.00","332158.02"
"2020-12-01","VA","53","3","0.05660377358490566","215490.65","546805.66"
"2024-11-01","CT","73","0","0","0.00","486315.07"
"2024-07-01","WI","100","0","0","0.00","448205.00"
"2020-10-01","AZ","47","0","0","0.00","657961.70"
"2021-06-01","OH","335","5","0.014925373134328358","170440.12","302002.09"
"2025-01-01","GA","222","0","0","0.00","495408.56"
"2022-12-01","DC","9","0","0","0.00","336444.44"
"2024-04-01","MA","174","0","0","0.00","292983.33"
"2022-10-01","DE","18","1","0.05555555555555555","19508.55","553600.00"
"2023-06-01","NV","48","2","0.041666666666666664","163804.45","545256.25"
"2023-05-01","AR","28","0","0","0.00","960132.14"
"2019-11-01","DC","12","0","0","0.00","327883.33"
"2020-05-01","FL","98","6","0.061224489795918366","340149.70","788435.71"
"2022-05-01","MI","211","2","0.009478672985781991","214281.60","360368.72"
"2023-03-01","WA","126","2","0.015873015873015872","170338.71","524347.62"
"2023-08-01","SC","50","0","0","0.00","512718.00"
"2023-02-01","NM","17","0","0","0.00","924082.35"
"2025-01-01","NE","34","0","0","0.00","431305.88"
"2025-04-01","VA","132","0","0","0.00","418845.45"
"2024-11-01","VI","3","0","0","0.00","228800.00"
"2021-02-01","HI","7","0","0","0.00","465142.86"
"2022-01-01","CA","306","8","0.026143790849673203","811411.42","744561.76"
"2022-12-01","HI","5","0","0","0.00","127080.00"
"2023-12-01","DC","12","0","0","0.00","304291.67"
"2024-05-01","AL","49","0","0","0.00","729744.90"
"2025-02-01","NY","488","0","0","0.00","298318.65"
"2024-03-01","MT","20","0","0","0.00","304300.00"
"2021-11-01","NM","15","0","0","0.00","555600.00"
"2024-08-01","SD","16","0","0","0.00","886287.50"
"2023-09-01","NH","56","0","0","0.00","283816.07"
"2022-06-01","DC","7","0","0","0.00","763414.29"
"2021-03-01","KS","51","1","0.0196078431372549","830299.94","602537.25"
"2020-12-01","DC","5","0","0","0.00","1120000.00"
"2023-03-01","SC","60","0","0","0.00","525863.33"
"2024-02-01","MS","28","0","0","0.00","396582.14"
"2021-10-01","NV","27","3","0.1111111111111111","166844.08","291681.48"
"2024-08-01","NH","44","0","0","0.00","200322.73"
"2020-08-01","AR","27","0","0","0.00","550011.11"
"2025-03-01","AZ","212","0","0","0.00","432326.89"
"2022-12-01","IN","83","1","0.012048192771084338","396490.76","399859.04"
"2020-01-01","AZ","52","5","0.09615384615384616","597548.54","565303.85"
"2022-05-01","OH","340","1","0.0029411764705882353","24766.72","263749.12"
"2023-07-01","LA","27","1","0.037037037037037035","146412.55","528962.96"
"2021-12-01","CO","88","3","0.03409090909090909","149153.05","756067.05"
"2024-05-01","ME","39","0","0","0.00","206392.31"
"2019-10-01","UT","68","3","0.04411764705882353","911734.50","266322.06"
"2021-03-01","MI","185","2","0.010810810810810811","54005.14","372741.62"
"2020-03-01","WA","94","7","0.07446808510638298","841856.28","603907.45"
"2021-01-01","MD","15","1","0.06666666666666667","56261.42","303820.00"
"2023-03-01","LA","49","1","0.02040816326530612","23049.86","657475.51"
"2023-03-01","FL","396","5","0.012626262626262626","484162.08","489831.31"
"2023-03-01","NC","102","2","0.0196078431372549","295582.06","546436.27"
"2020-02-01","MI","134","3","0.022388059701492536","369602.73","326179.85"
"2021-08-01","WY","15","1","0.06666666666666667","133806.93","834126.67"
"2020-06-01","IL","70","0","0","0.00","328394.29"
"2023-09-01","TN","105","0","0","0.00","802283.81"
"2021-03-01","VA","69","1","0.014492753623188406","131434.03","674639.13"
"2020-09-01","KY","36","0","0","0.00","593975.00"
"2022-02-01","WA","91","0","0","0.00","657075.82"
"2024-03-01","MA","188","0","0","0.00","247413.83"
"2020-10-01","CO","78","5","0.0641025641025641","121111.34","476733.33"
"2019-10-01","AL","29","2","0.06896551724137931","29027.22","674527.59"
"2023-05-01","AK","5","0","0","0.00","186200.00"
"2022-08-01","MN","121","4","0.03305785123966942","223471.84","450380.17"
"2021-05-01","WY","6","0","0","0.00","295466.67"
"2023-09-01","VT","14","0","0","0.00","301307.14"
"2024-09-01","IN","138","0","0","0.00","463249.28"
"2022-03-01","NY","218","6","0.027522935779816515","166022.68","426295.41"
"2021-08-01","AR","40","0","0","0.00","857447.50"
"2023-12-01","UT","83","0","0","0.00","481308.43"
"2021-01-01","HI","3","0","0","0.00","35000.00"
"2021-04-01","FL","271","2","0.007380073800738007","139991.69","787225.09"
"2020-09-01","MT","18","0","0","0.00","592605.56"
"2025-06-01","SD","6","0","0","0.00","517666.67"
"2021-03-01","HI","7","1","0.14285714285714285","18168.56","181728.57"
"2023-03-01","MI","241","2","0.008298755186721992","361057.54","346365.98"
"2020-04-01","VT","5","1","0.2","140847.05","134660.00"
"2021-12-01","NH","29","0","0","0.00","402158.62"
"2021-04-01","IA","34","1","0.029411764705882353","131793.30","473932.35"
"2020-06-01","TN","15","0","0","0.00","528726.67"
"2020-10-01","NY","138","3","0.021739130434782608","392236.84","488434.06"
"2020-10-01","MS","11","0","0","0.00","625363.64"
"2021-10-01","OK","38","0","0","0.00","818928.95"
"2022-11-01","IA","22","0","0","0.00","363381.82"
"2025-01-01","SC","78","0","0","0.00","328355.13"
"2024-06-01","DC","10","0","0","0.00","385490.00"
"2021-08-01","UT","110","2","0.01818181818181818","263983.35","837189.09"
"2024-02-01","NC","118","0","0","0.00","645255.93"
"2023-04-01","ID","38","0","0","0.00","317326.32"
"2024-09-01","NM","29","0","0","0.00","574000.00"
"2022-03-01","VA","73","1","0.0136986301369863","228064.85","790205.48"
"2021-01-01","IA","17","0","0","0.00","211064.71"
"2022-07-01","DC","10","0","0","0.00","414320.00"
"2020-10-01","MN","70","1","0.014285714285714285","119186.01","347410.00"
"2023-08-01","DC","16","0","0","0.00","259668.75"
"2020-07-01","HI","5","0","0","0.00","18000.00"
"2025-01-01","NY","518","0","0","0.00","331421.62"
"2022-09-01","SC","56","1","0.017857142857142856","61754.18","843898.21"
"2024-01-01","VI","1","0","0","0.00","150000.00"
"2019-12-01","ID","47","0","0","0.00","301395.74"
"2024-11-01","AR","33","0","0","0.00","684481.82"
"2020-02-01","MO","59","1","0.01694915254237288","43810.04","339845.76"
"2022-08-01","PA","151","0","0","0.00","493554.97"
"2023-08-01","FL","453","5","0.011037527593818985","111132.28","431058.28"
"2020-06-01","IA","33","4","0.12121212121212122","543142.81","304230.30"
"2021-01-01","IL","48","2","0.041666666666666664","383117.00","394581.25"
"2020-06-01","LA","16","0","0","0.00","937568.75"
"2020-01-01","ME","16","1","0.0625","25000.00","56443.75"
"2020-01-01","OH","189","8","0.042328042328042326","406963.34","260394.18"
"2020-09-01","NY","170","0","0","0.00","750404.12"
"2023-03-01","ND","4","0","0","0.00","126325.00"
"2020-10-01","ME","9","0","0","0.00","115411.11"
"2024-10-01","KS","59","0","0","0.00","444893.22"
"2020-06-01","DC","1","0","0","0.00","120000.00"
"2022-12-01","VA","76","0","0","0.00","473423.68"
"2024-02-01","RI","22","0","0","0.00","390268.18"
"2020-02-01","WY","3","1","0.3333333333333333","110743.61","70000.00"
"2023-07-01","MD","58","0","0","0.00","297834.48"
"2022-02-01","MT","15","2","0.13333333333333333","180959.50","643013.33"
"2025-03-01","KY","64","0","0","0.00","531562.50"
"2022-12-01","FL","340","10","0.029411764705882353","885603.96","649340.88"
"2020-12-01","GA","108","4","0.037037037037037035","393063.13","990168.52"
"2024-10-01","WA","206","0","0","0.00","381174.27"
"2021-10-01","VA","29","1","0.034482758620689655","134390.65","263931.03"
"2022-05-01","NJ","142","3","0.02112676056338028","55687.25","552815.49"
"2024-11-01","MO","94","0","0","0.00","388420.21"
"2023-11-01","AK","7","0","0","0.00","634357.14"
"2024-09-01","AL","54","0","0","0.00","571400.00"
"2023-07-01","GA","151","2","0.013245033112582781","126888.53","703217.22"
"2022-09-01","TX","361","8","0.0221606648199446","6060801.57","950213.57"
"2020-12-01","MS","21","0","0","0.00","651233.33"
"2021-03-01","ME","22","0","0","0.00","434645.45"
"2022-09-01","HI","13","1","0.07692307692307693","343954.66","120076.92"
"2024-01-01","WY","6","0","0","0.00","404800.00"
"2025-03-01","PA","321","0","0","0.00","470211.84"
"2019-10-01","MT","14","0","0","0.00","869600.00"
"2025-02-01","OR","94","0","0","0.00","394056.38"
"2021-11-01","UT","48","2","0.041666666666666664","822940.17","515227.08"
"2022-07-01","DE","11","1","0.09090909090909091","23997.43","810454.55"
"2024-07-01","PR","49","0","0","0.00","171859.18"
"2022-08-01","AL","32","1","0.03125","318486.41","469353.13"
"2024-02-01","CT","71","1","0.014084507042253521","85000.00","422612.68"
"2023-02-01","SC","44","0","0","0.00","459300.00"
"2023-11-01","NC","132","0","0","0.00","643172.73"
"2020-06-01","UT","43","0","0","0.00","358502.33"
"2025-05-01","DE","27","0","0","0.00","485444.44"
"2021-07-01","OH","381","9","0.023622047244094488","776079.65","382782.15"
"2025-06-01","AK","8","0","0","0.00","310750.00"
"2021-01-01","WY","3","0","0","0.00","607533.33"
"2024-10-01","KY","46","0","0","0.00","316482.61"
"2023-05-01","MS","25","0","0","0.00","584340.00"
"2020-10-01","VA","46","1","0.021739130434782608","9781.32","469802.17"
"2020-07-01","FL","144","3","0.020833333333333332","729029.00","720879.86"
"2024-03-01","PR","44","0","0","0.00","110829.55"
"2021-03-01","NC","87","0","0","0.00","1083637.93"
"2020-05-01","IA","13","0","0","0.00","750107.69"
"2022-04-01","WA","118","1","0.00847457627118644","135810.09","670567.80"
"2021-07-01","ND","25","0","0","0.00","368120.00"
"2025-05-01","LA","58","0","0","0.00","607270.69"
"2020-08-01","DE","4","0","0","0.00","194900.00"
"2025-05-01","MI","291","0","0","0.00","459785.22"
"2021-04-01","TN","44","1","0.022727272727272728","100000.00","643556.82"
"2022-09-01","KY","44","0","0","0.00","466781.82"
"2022-07-01","TN","41","0","0","0.00","535314.63"
"2025-04-01","IN","91","0","0","0.00","521210.99"
"2021-06-01","NH","34","0","0","0.00","285467.65"
"2023-04-01","GA","134","1","0.007462686567164179","96598.10","667053.73"
"2021-01-01","WV","4","0","0","0.00","299500.00"
"2019-11-01","AK","10","0","0","0.00","560900.00"
"2023-05-01","KY","46","0","0","0.00","675386.96"
"2024-02-01","KS","28","0","0","0.00","539400.00"
"2021-12-01","WA","109","1","0.009174311926605505","102557.07","759061.47"
"2024-02-01","MN","128","0","0","0.00","307636.72"
"2024-02-01","DC","7","0","0","0.00","507857.14"
"2020-02-01","IA","21","0","0","0.00","680928.57"
"2022-04-01","ID","43","1","0.023255813953488372","210140.22","280530.23"
"2020-10-01","WI","65","1","0.015384615384615385","272876.62","451389.23"
"2021-09-01","MO","182","0","0","0.00","745736.81"
"2019-10-01","NV","39","7","0.1794871794871795","630226.43","492769.23"
"2021-10-01","CA","209","7","0.03349282296650718","1497869.95","413080.38"
"2022-04-01","OR","79","1","0.012658227848101266","186344.28","282811.39"
"2023-04-01","TX","271","4","0.014760147601476014","245397.50","629722.14"
"2020-07-01","MN","138","1","0.007246376811594203","75340.43","324476.81"
"2024-12-01","AL","70","0","0","0.00","391044.29"
"2023-03-01","NM","18","1","0.05555555555555555","69329.22","541061.11"
"2020-04-01","WV","8","0","0","0.00","102987.50"
"2022-01-01","NC","94","0","0","0.00","803122.34"
"2021-08-01","TX","552","10","0.018115942028985508","3976728.51","1082478.44"
"2021-03-01","MA","95","2","0.021052631578947368","151073.02","362727.37"
"2024-07-01","WY","16","0","0","0.00","746356.25"
"2020-07-01","ND","18","0","0","0.00","213977.78"
"2023-02-01","IA","22","1","0.045454545454545456","129032.35","329813.64"
"2022-09-01","AL","31","2","0.06451612903225806","36501.72","650483.87"
"2023-10-01","PR","62","0","0","0.00","131935.48"
"2023-02-01","MT","9","0","0","0.00","248011.11"
"2022-12-01","ME","26","0","0","0.00","141661.54"
"2021-08-01","ME","24","0","0","0.00","240187.50"
"2021-10-01","DE","5","0","0","0.00","46000.00"
"2024-05-01","SD","15","0","0","0.00","268100.00"
"2020-01-01","NM","17","1","0.058823529411764705","150909.59","331711.76"
"2019-10-01","MS","17","1","0.058823529411764705","64531.09","458047.06"
"2020-10-01","WY","8","0","0","0.00","254025.00"
"2024-07-01","LA","52","0","0","0.00","439434.62"
"2025-03-01","WA","264","0","0","0.00","524953.79"
"2021-03-01","NH","36","0","0","0.00","225036.11"
"2021-07-01","TN","72","1","0.013888888888888888","311106.97","992127.78"
"2024-11-01","KS","32","0","0","0.00","541018.75"
"2022-11-01","PA","140","2","0.014285714285714285","1023423.60","485450.71"
"2023-09-01","HI","22","0","0","0.00","297418.18"
"2024-11-01","NY","420","0","0","0.00","298481.90"
"2024-06-01","HI","19","0","0","0.00","245526.32"
"2019-12-01","UT","52","0","0","0.00","513350.00"
"2025-01-01","NC","138","0","0","0.00","548686.96"
"2022-05-01","DE","17","1","0.058823529411764705","20000.00","228882.35"
"2023-11-01","WA","167","1","0.005988023952095809","147445.83","449783.83"
"2020-07-01","SD","15","1","0.06666666666666667","120172.23","168233.33"
"2025-06-01","DC","6","0","0","0.00","565833.33"
"2022-02-01","NJ","96","3","0.03125","210886.17","414682.29"
"2023-02-01","AL","22","1","0.045454545454545456","96889.62","507590.91"
"2022-02-01","TX","237","5","0.02109704641350211","1157904.98","746508.44"
"2023-11-01","NM","27","0","0","0.00","250692.59"
"2023-11-01","ID","50","0","0","0.00","507662.00"
"2023-12-01","IL","195","0","0","0.00","386788.21"
"2025-03-01","RI","43","0","0","0.00","377351.16"
"2022-03-01","AZ","91","1","0.01098901098901099","224733.78","646589.01"
"2025-06-01","UT","61","0","0","0.00","490536.07"
"2022-07-01","KS","25","0","0","0.00","459344.00"
"2019-11-01","WY","8","2","0.25","14003.28","257650.00"
"2021-07-01","AK","15","0","0","0.00","1190313.33"
"2021-06-01","FL","285","3","0.010526315789473684","162237.13","810286.67"
"2021-12-01","AR","27","1","0.037037037037037035","590190.78","685707.41"
"2023-01-01","OK","36","0","0","0.00","511950.00"
"2023-06-01","MN","129","1","0.007751937984496124","8943.87","344986.82"
"2024-09-01","VA","128","0","0","0.00","550474.22"
"2022-03-01","MT","23","1","0.043478260869565216","13050.00","818456.52"
"2020-08-01","SD","16","1","0.0625","288203.66","301681.25"
"2020-06-01","GA","65","1","0.015384615384615385","61326.11","1032823.08"
"2022-02-01","MA","70","0","0","0.00","240390.00"
"2023-03-01","MD","81","0","0","0.00","515413.58"
"2023-06-01","MT","11","0","0","0.00","1385927.27"
"2023-08-01","NH","40","0","0","0.00","133942.50"
"2020-08-01","HI","4","0","0","0.00","93750.00"
"2020-08-01","TX","238","5","0.02100840336134454","1846087.35","932524.79"
"2022-02-01","MO","73","2","0.0273972602739726","230150.42","512408.22"
"2021-10-01","NC","48","1","0.020833333333333332","56965.23","443650.00"
"2025-02-01","VT","27","0","0","0.00","469529.63"
"2021-04-01","UT","71","0","0","0.00","689236.62"
"2024-04-01","AK","10","0","0","0.00","427690.00"
"2022-04-01","LA","30","1","0.03333333333333333","24347.01","1239786.67"
"2023-01-01","FL","325","9","0.027692307692307693","3746793.30","453812.92"
"2023-06-01","AZ","98","2","0.02040816326530612","149591.28","497173.47"
"2024-07-01","ME","33","0","0","0.00","265790.91"
"2023-02-01","MS","17","0","0","0.00","771952.94"
"2024-12-01","WI","102","0","0","0.00","371835.29"
"2024-03-01","FL","504","0","0","0.00","431464.68"
"2023-08-01","PR","36","0","0","0.00","227472.22"
"2022-08-01","NJ","193","0","0","0.00","442381.87"
"2024-08-01","NY","522","0","0","0.00","272367.82"
"2019-11-01","NM","24","0","0","0.00","405054.17"
"2023-02-01","AZ","87","3","0.034482758620689655","479062.04","710666.67"
"2021-02-01","MI","166","1","0.006024096385542169","70914.25","642999.40"
"2020-02-01","WA","97","4","0.041237113402061855","1390091.06","521230.93"
"2020-05-01","MS","17","0","0","0.00","674535.29"
"2023-03-01","UT","103","0","0","0.00","444218.45"
"2021-07-01","OR","92","1","0.010869565217391304","137347.35","776376.09"
"2022-02-01","NC","80","2","0.025","218504.68","896210.00"
"2021-08-01","FL","409","16","0.039119804400977995","2265557.04","871810.51"
"2021-05-01","WV","18","0","0","0.00","463472.22"
"2020-04-01","ID","43","1","0.023255813953488372","162560.54","395037.21"
"2023-04-01","IL","161","3","0.018633540372670808","256255.51","476281.99"
"2025-02-01","IA","43","0","0","0.00","663646.51"
"2022-03-01","HI","4","0","0","0.00","43750.00"
"2022-05-01","DC","7","1","0.14285714285714285","137817.72","446085.71"
"2019-11-01","NY","239","15","0.06276150627615062","1103064.90","387717.15"
"2021-11-01","KS","23","0","0","0.00","269017.39"
"2024-12-01","WA","191","0","0","0.00","485465.97"
"2020-04-01","IA","41","0","0","0.00","513448.78"
"2020-07-01","NE","28","0","0","0.00","551360.71"
"2025-05-01","VT","25","0","0","0.00","169680.00"
"2025-06-01","HI","8","0","0","0.00","150750.00"
"2025-04-01","UT","83","0","0","0.00","432937.35"
"2023-07-01","NH","28","0","0","0.00","432503.57"
"2020-11-01","VA","31","0","0","0.00","484451.61"
"2020-11-01","WV","12","0","0","0.00","566758.33"
"2020-03-01","AZ","70","1","0.014285714285714285","8335.72","395577.14"
"2019-11-01","AL","39","4","0.10256410256410256","1516310.57","440387.18"
"2020-06-01","CO","74","1","0.013513513513513514","5009.99","593167.57"
"2020-09-01","OK","80","0","0","0.00","728311.25"
"2020-03-01","DE","11","0","0","0.00","308000.00"
"2022-09-01","VI","4","0","0","0.00","192000.00"
"2020-01-01","NH","32","0","0","0.00","283731.25"
"2023-04-01","IA","23","0","0","0.00","209030.43"
"2020-09-01","WV","56","0","0","0.00","380696.43"
"2025-01-01","CO","206","0","0","0.00","487374.27"
"2025-06-01","CT","48","0","0","0.00","188577.08"
"2024-07-01","CA","788","1","0.0012690355329949238","100276.99","522422.97"
"2021-08-01","MA","123","0","0","0.00","577290.24"
"2020-02-01","OH","225","9","0.04","399278.79","241416.89"
"2023-11-01","PA","203","0","0","0.00","462320.20"
"2022-05-01","PA","175","3","0.017142857142857144","32782.94","539867.43"
"2024-12-01","PA","210","0","0","0.00","362625.71"
"2023-11-01","WV","18","0","0","0.00","435977.78"
"2023-04-01","UT","76","2","0.02631578947368421","136137.68","422735.53"
"2024-11-01","ND","11","0","0","0.00","769018.18"
"2021-05-01","MI","194","1","0.005154639175257732","437355.03","465538.14"
"2020-07-01","MT","23","0","0","0.00","373295.65"
"2021-06-01","IA","29","0","0","0.00","388679.31"
"2020-04-01","AR","19","0","0","0.00","124884.21"
"2024-05-01","AK","8","0","0","0.00","276162.50"
"2020-05-01","NJ","52","2","0.038461538461538464","137489.16","661919.23"
"2022-10-01","MS","26","0","0","0.00","520142.31"
"2023-10-01","AR","16","0","0","0.00","712012.50"
"2020-08-01","NJ","61","3","0.04918032786885246","221195.86","698104.92"
"2023-11-01","MD","99","0","0","0.00","451020.20"
"2021-11-01","VI","2","0","0","0.00","1575000.00"
"2022-12-01","WV","13","0","0","0.00","451484.62"
"2021-04-01","DC","9","0","0","0.00","677833.33"
"2021-01-01","MO","29","0","0","0.00","393055.17"
"2023-03-01","DE","15","0","0","0.00","355833.33"
"2022-03-01","SC","62","2","0.03225806451612903","137486.61","493758.06"
"2023-10-01","NJ","143","1","0.006993006993006993","98666.38","300204.90"
"2022-02-01","IA","33","0","0","0.00","453603.03"
"2020-06-01","AL","15","0","0","0.00","607460.00"
"2024-07-01","DE","27","0","0","0.00","432166.67"
"2022-10-01","OH","323","1","0.0030959752321981426","25082.74","279929.10"
"2023-04-01","MD","64","0","0","0.00","346028.13"
"2023-04-01","FL","314","6","0.01910828025477707","741254.62","444245.54"
"2024-10-01","ND","8","0","0","0.00","1271350.00"
"2021-05-01","PR","32","0","0","0.00","282731.25"
"2020-06-01","TX","143","2","0.013986013986013986","31957.28","759551.75"
"2020-04-01","NC","125","2","0.016","213454.68","882373.60"
"2023-07-01","MN","124","1","0.008064516129032258","35700.32","436932.26"
"2021-02-01","MO","105","2","0.01904761904761905","642406.55","494290.48"
"2024-10-01","MT","29","0","0","0.00","530431.03"
"2025-05-01","MN","175","0","0","0.00","503121.71"
"2023-07-01","UT","68","0","0","0.00","490938.24"
"2021-03-01","DE","12","0","0","0.00","211958.33"
"2021-04-01","MN","173","3","0.017341040462427744","937446.60","466939.31"
"2021-12-01","WV","11","0","0","0.00","221590.91"
"2025-04-01","VT","19","0","0","0.00","89226.32"
"2023-09-01","PR","53","0","0","0.00","358124.53"
"2025-04-01","OH","263","0","0","0.00","261714.83"
"2023-10-01","WY","6","0","0","0.00","199166.67"
"2023-03-01","TN","52","0","0","0.00","375051.92"
"2020-08-01","ID","24","0","0","0.00","218570.83"
"2020-08-01","MT","15","0","0","0.00","472420.00"
"2020-03-01","MA","115","3","0.02608695652173913","85329.15","179411.30"
"2023-09-01","WA","156","2","0.01282051282051282","295711.78","425677.56"
"2025-05-01","PR","54","0","0","0.00","123264.81"
"2022-10-01","LA","23","0","0","0.00","963160.87"
"2022-03-01","NE","29","0","0","0.00","334044.83"
"2024-08-01","UT","118","0","0","0.00","484090.68"
"2020-03-01","RI","15","1","0.06666666666666667","24861.10","379520.00"
"2022-12-01","AZ","101","3","0.0297029702970297","287574.01","657403.96"
"2022-10-01","DC","7","0","0","0.00","863028.57"
"2024-06-01","NV","64","0","0","0.00","542064.06"
"2023-06-01","SD","9","0","0","0.00","149333.33"
"2021-08-01","OH","397","5","0.012594458438287154","156199.12","390415.37"
"2025-05-01","WY","24","0","0","0.00","581845.83"
"2021-12-01","AL","23","1","0.043478260869565216","9579.15","556521.74"
"2021-05-01","RI","12","0","0","0.00","624141.67"
