"approval_ym","naics_code_2","approved_cnt","default_cnt","default_rate","chargeoff_sum","avg_amount"
"2024-01-01","55","2","0","0","0.00","67500.00"
"2020-12-01","22","11","1","0.09090909090909091","128917.59","673590.91"
"2022-11-01","49","27","0","0","0.00","558362.96"
"2020-01-01","81","287","11","0.03832752613240418","1584928.18","430244.60"
"2020-08-01","21","9","0","0","0.00","448122.22"
"2021-11-01","48","228","12","0.05263157894736842","557386.07","248640.35"
"2024-01-01","22","9","0","0","0.00","213333.33"
"2021-01-01","49","14","0","0","0.00","285014.29"
"2022-01-01","55","3","0","0","0.00","160833.33"
"2020-06-01","71","50","2","0.04","331595.94","529160.00"
"2022-12-01","48","271","7","0.025830258302583026","604660.18","318262.36"
"2024-07-01","22","7","0","0","0.00","948428.57"
"2021-08-01","22","4","1","0.25","4939.04","307500.00"
"2020-02-01","71","118","2","0.01694915254237288","670545.31","466876.27"
"2020-11-01","31","56","0","0","0.00","832898.21"
"2021-11-01","54","274","6","0.021897810218978103","1631505.41","390678.83"
"2020-05-01","11","39","1","0.02564102564102564","37797.02","484646.15"
"2020-07-01","44","300","5","0.016666666666666666","784931.48","900809.67"
"2022-03-01","54","354","9","0.025423728813559324","1950036.96","430301.98"
"2019-10-01","56","183","7","0.03825136612021858","2281888.68","354038.25"
"2022-01-01","22","11","0","0","0.00","275454.55"
"2021-10-01","61","32","0","0","0.00","273171.88"
"2025-01-01","55","3","0","0","0.00","165900.00"
"2024-11-01","52","105","0","0","0.00","324455.24"
"2020-12-01","56","193","5","0.025906735751295335","985077.39","406840.93"
"2024-11-01","45","390","0","0","0.00","489314.62"
"2022-02-01","56","170","2","0.011764705882352941","153898.62","399340.59"
"2023-10-01","51","45","1","0.022222222222222223","9990.34","473211.11"
"2019-12-01","61","46","1","0.021739130434782608","152024.69","496121.74"
"2024-12-01","51","84","0","0","0.00","286746.43"
"2020-08-01","45","134","3","0.022388059701492536","513147.25","647483.58"
"2023-05-01","22","6","0","0","0.00","344166.67"
"2022-04-01","56","250","8","0.032","769280.71","309536.00"
"2025-01-01","92","2","0","0","0.00","336750.00"
"2021-08-01","23","594","10","0.016835016835016835","784483.75","586673.74"
"2022-03-01","71","155","3","0.01935483870967742","613166.20","531557.42"
"2024-10-01","32","72","0","0","0.00","446733.33"
"2021-06-01","53","154","2","0.012987012987012988","160593.11","790838.96"
"2023-06-01","44","309","3","0.009708737864077669","194146.70","469956.63"
"2020-12-01","21","11","0","0","0.00","685272.73"
"2024-04-01","51","62","0","0","0.00","234816.13"
"2025-03-01","22","16","0","0","0.00","392275.00"
"2024-05-01","23","976","4","0.004098360655737705","259678.26","346668.65"
"2022-10-01","55","5","0","0","0.00","427160.00"
"2020-02-01","49","16","0","0","0.00","559012.50"
"2024-08-01","21","4","0","0","0.00","343650.00"
"2022-04-01","48","316","16","0.05063291139240506","1913361.65","220752.53"
"2019-11-01","72","565","20","0.035398230088495575","2058096.28","703597.35"
"2022-12-01","52","93","0","0","0.00","609477.42"
"2019-10-01","23","459","18","0.0392156862745098","1844439.86","218541.39"
"2019-11-01","55","3","0","0","0.00","551566.67"
"2019-12-01","48","184","9","0.04891304347826087","329847.83","283752.17"
"2022-08-01","21","6","0","0","0.00","1537950.00"
"2020-06-01","23","296","9","0.030405405405405407","2489360.46","335024.66"
"2024-08-01","61","112","0","0","0.00","388751.79"
"2025-06-01","56","234","0","0","0.00","336114.96"
"2020-11-01","22","3","0","0","0.00","270000.00"
"2023-03-01","56","318","3","0.009433962264150943","112279.71","303748.11"
"2023-12-01","42","220","3","0.013636363636363636","378242.28","479346.36"
"2020-11-01","48","155","4","0.025806451612903226","696517.89","253745.81"
"2020-07-01","81","238","1","0.004201680672268907","364021.65","536538.66"
"2020-04-01","33","154","0","0","0.00","927851.30"
"2020-03-01","49","13","0","0","0.00","717576.92"
"2020-04-01","23","491","14","0.028513238289205704","871157.03","465134.22"
"2023-12-01","56","270","0","0","0.00","327229.63"
"2020-01-01","62","284","5","0.017605633802816902","1110267.06","578724.65"
"2024-12-01","33","175","0","0","0.00","656465.71"
"2020-11-01","45","124","4","0.03225806451612903","3854075.26","492452.42"
"2024-02-01","81","528","0","0","0.00","349252.27"
"2020-10-01","81","223","7","0.03139013452914798","369466.94","523711.21"
"2022-11-01","32","63","0","0","0.00","800431.75"
"2023-09-01","72","1054","4","0.003795066413662239","373185.38","642778.27"
